flags, %_of_average, viable_in_how_many_functions, functions
[-O1], 93.62%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-O2], 91.08%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-O3], 91.19%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-Os], 102.63%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-Ofast], 91.19%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fno-reg-struct-return; -fsignaling-nans; -fno-tree-loop-distribute-patterns; -fno-if-conversion2; -fpartial-inlining; -ftree-scev-cprop; -fomit-frame-pointer; -fipa-icf; -ftree-dominator-opts; -ftree-pre; -fno-omit-frame-pointer; -ftree-sink; -ftracer; -ftree-reassoc; -fsched-spec-insn-heuristic; -ftree-builtin-call-dce], 91.63%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-ftrapping-math; -fivopts; -fbtr-bb-exclusive; -fassociative-math; -fno-wrapv; -fpredictive-commoning; -fno-loop-interchange; -fno-sched-last-insn-heuristic; -fno-tree-vectorize; -fvar-tracking-assignments; -fhoist-adjacent-loads; -fno-reorder-blocks-and-partition; -fno-reorder-blocks-and-partition; -ftree-lrs; -fshort-double; -fcx-limited-range], 89.89%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fsched-rank-heuristic; -fno-optimize-sibling-calls; -fsel-sched-pipelining-outer-loops; -fsched-spec-load; -ftrapping-math; -ftree-coalesce-vars; -fstrict-aliasing; -fno-gcse-sm; -fno-reorder-blocks-and-partition; -fno-asynchronous-unwind-tables; -fno-move-loop-invariants; -fcombine-stack-adjustments; -fsched-spec-load-dangerous; -fno-var-tracking-assignments; -fsigned-zeros; -fno-devirtualize], 91.09%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fsched-stalled-insns-dep; -fno-asynchronous-unwind-tables; -fno-tree-sra; -ffunction-cse; -fno-defer-pop; -fsched-spec-load; -fearly-inlining; -fgcse-las; -fipa-ra; -fno-align-jumps; -fno-inline-small-functions; -ftree-dominator-opts; -fmodulo-sched-allow-regmoves; -fno-reorder-blocks-and-partition; -funroll-loops; -fno-sched-last-insn-heuristic], 84.42%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fno-pack-struct; -fvar-tracking-assignments-toggle; -ftree-ccp; -fno-ipa-pta; -fsched-group-heuristic; -fno-reorder-blocks-and-partition; -fno-tree-ccp; -fno-ipa-sra; -fmodulo-sched; -funwind-tables; -fno-optimize-strlen; -fno-unsafe-math-optimizations; -fjump-tables; -fcx-limited-range; -fipa-icf; -fno-rounding-math], 91.19%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fif-conversion; -fbranch-count-reg; -fno-tree-loop-vectorize; -fno-reciprocal-math; -fnothrow-opt; -freorder-functions; -fno-dce; -fcx-fortran-rules; -ffinite-math-only; -fno-peephole2; -fstrict-overflow; -ftree-loop-optimize; -fno-tree-scev-cprop; -fno-tree-bit-ccp; -fshort-double; -fshort-wchar], 89.88%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fno-live-range-shrinkage; -fno-reorder-blocks-and-partition; -ftree-loop-ivcanon; -fshort-enums; -fno-peel-loops; -fno-aggressive-loop-optimizations; -fno-peephole; -fno-signed-zeros; -fno-partial-inlining; -fno-inline-functions-called-once; -fno-align-jumps; -ftree-loop-optimize; -fsched-spec-insn-heuristic; -ftree-cselim; -fno-tree-loop-vectorize; -freschedule-modulo-scheduled-loops], 90.36%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fno-modulo-sched-allow-regmoves; -fno-loop-block; -fivopts; -fno-auto-inc-dec; -ftree-slp-vectorize; -fno-tree-slsr; -fno-auto-inc-dec; -fno-tree-loop-im; -fsched-last-insn-heuristic; -fno-loop-nest-optimize; -fipa-cp; -ftree-fre; -fno-tree-tail-merge; -fno-signaling-nans; -fipa-profile; -fipa-profile], 92.13%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fipa-reference; -fno-reorder-functions; -fno-tree-loop-distribution; -fassociative-math; -ftree-dominator-opts; -fshrink-wrap; -fno-delayed-branch; -fsplit-ivs-in-unroller; -fpeephole2; -funroll-all-loops; -fno-caller-saves; -ftree-pta; -frounding-math; -funroll-all-loops; -ftree-loop-vectorize; -falign-functions], 87.29%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fno-if-conversion2; -fipa-icf; -fno-tree-phiprop; -fno-sched-spec-load-dangerous; -ffloat-store; -fsched-spec-load; -fno-gcse-after-reload; -fno-sched-stalled-insns-dep; -fno-graphite-identity; -fwrapv; -fno-selective-scheduling; -fno-defer-pop; -fno-tree-vectorize; -fconserve-stack; -falign-labels; -fno-tree-bit-ccp], 89.89%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fstrict-overflow; -fno-defer-pop; -fno-branch-count-reg; -fno-ira-loop-pressure; -ftree-vrp; -fno-graphite; -fno-math-errno; -fno-tree-loop-vectorize; -fssa-phiopt; -ftree-ccp; -fno-sched-dep-count-heuristic; -fno-branch-target-load-optimize2; -fnon-call-exceptions; -fno-sched-spec; -fira-loop-pressure; -fselective-scheduling2], 90.51%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fno-variable-expansion-in-unroller; -fno-pack-struct; -funsafe-math-optimizations; -fif-conversion; -fgcse-las; -fno-gcse-sm; -fno-shrink-wrap; -fno-schedule-fusion; -fno-tree-ccp; -fno-conserve-stack; -fno-ipa-profile; -fvar-tracking; -fno-ipa-pure-const; -ftree-coalesce-vars; -frerun-cse-after-loop; -fira-hoist-pressure], 91.19%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fpeel-loops; -fno-tree-sra; -fno-defer-pop; -fgcse-after-reload; -ftree-ch; -ftree-loop-optimize; -fno-peephole; -fno-tree-loop-vectorize; -fearly-inlining; -ftree-pta; -fno-branch-probabilities; -ftree-ccp; -fno-branch-count-reg; -ftree-scev-cprop; -fschedule-insns; -flive-range-shrinkage], 89.81%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fno-single-precision-constant; -freciprocal-math; -ftree-ter; -fno-short-enums; -fno-tree-vrp; -fpartial-inlining; -fno-tracer; -fno-devirtualize; -fno-strict-volatile-bitfields; -fno-var-tracking-uninit; -fno-split-wide-types; -fno-optimize-strlen; -fno-strict-enums; -fno-devirtualize-speculatively; -frounding-math; -fno-ipa-cp], 90.72%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fipa-pta; -fno-non-call-exceptions; -fno-wrapv; -ftree-loop-if-convert-stores; -ftree-ccp; -fgcse-after-reload; -fno-tree-loop-if-convert; -fno-ipa-sra; -fstrict-enums; -fbranch-count-reg; -fno-ipa-icf-functions; -funwind-tables; -fno-trapping-math; -ftree-vectorize; -fno-pack-struct; -fcaller-saves], 91.17%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-ftree-loop-vectorize; -foptimize-strlen; -fno-exceptions; -ftree-loop-distribution; -fivopts; -fsched-spec-insn-heuristic; -fdefer-pop; -fno-tree-copyrename; -fsplit-ivs-in-unroller; -fno-prefetch-loop-arrays; -funroll-loops; -fno-ipa-pta; -fcx-limited-range; -fno-predictive-commoning; -freorder-blocks; -fno-reorder-blocks-and-partition], 84.72%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-ftree-loop-distribute-patterns; -funroll-all-loops; -fipa-cp; -frename-registers; -fno-tree-loop-if-convert-stores; -fssa-phiopt; -fbranch-target-load-optimize2; -fsched-spec-insn-heuristic; -fno-rerun-cse-after-loop; -fno-unroll-all-loops; -fguess-branch-probability; -fno-associative-math; -fno-tree-builtin-call-dce; -fno-strict-enums; -fno-loop-parallelize-all; -fno-caller-saves], 91.13%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fno-tree-bit-ccp; -fipa-profile; -fvariable-expansion-in-unroller; -fno-predictive-commoning; -fno-schedule-insns; -fno-opt-info; -fno-stdarg-opt; -fno-selective-scheduling; -ffinite-math-only; -fno-section-anchors; -fshort-double; -ftree-loop-distribute-patterns; -fno-tree-loop-distribute-patterns; -fno-selective-scheduling2; -fschedule-insns; -fstdarg-opt], 91.19%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-ftree-coalesce-vars; -fsel-sched-pipelining-outer-loops; -fipa-cp; -funwind-tables; -ftree-coalesce-vars; -fira-share-save-slots; -fno-selective-scheduling; -fno-gcse; -fno-reciprocal-math; -ftree-dse; -fcse-follow-jumps; -fno-optimize-sibling-calls; -ftree-coalesce-inlined-vars; -fsched-spec; -fearly-inlining; -fno-tree-copy-prop], 91.14%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
